Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  [84] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [97] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [30] long const& std::min<long>(long const&, long const&)
  [85] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [98] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [75] unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  [86] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [99] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [70] int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  [87] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [100] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [111] int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
  [88] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [20] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [144] long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&)
  [76] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [101] std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [71] std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&)
  [89] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [102] std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [21] double& std::forward<double&>(std::remove_reference<double&>::type&)
  [90] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [103] std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [112] void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  [44] std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [104] std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [55] void std::_Destroy<int*>(int*, int*)
  [45] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [61] std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [145] void std::_Destroy<long*>(long*, long*)
  [46] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [54] std::vector<int, std::allocator<int> >::~vector() [72] void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*)
  [47] std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [11] std::vector<int, std::allocator<int> >::operator[](unsigned long) [113] void std::__fill_a<int*, int>(int*, int*, int const&)
  [48] std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [131] std::vector<long, std::allocator<long> >::_S_max_size(std::allocator<long> const&) [146] void std::__fill_a<long*, long>(long*, long*, long const&)
  [49] std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [132] std::vector<long, std::allocator<long> >::_S_check_init_len(unsigned long, std::allocator<long> const&) [114] __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&)
  [34] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [133] std::vector<long, std::allocator<long> >::_M_fill_initialize(unsigned long, long const&) [147] __gnu_cxx::__enable_if<std::__is_scalar<long>::__value, void>::__type std::__fill_a1<long*, long>(long*, long*, long const&)
  [50] std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [134] std::vector<long, std::allocator<long> >::end() [148] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  [51] std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [135] std::vector<long, std::allocator<long> >::begin() [149] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::~_Guard()
 [118] std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned long) [136] std::vector<long, std::allocator<long> >::vector(unsigned long, long const&, std::allocator<long> const&) [73] operator new(unsigned long, void*)
 [119] std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&) [137] std::vector<long, std::allocator<long> >::~vector() [12] _init
 [120] std::_Vector_base<long, std::allocator<long> >::_Vector_impl::~_Vector_impl() [22] std::vector<long, std::allocator<long> >::operator[](unsigned long)
 [121] std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned long) [138] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
